
 001 	 20.6261 	 0.7207 	 

 002 	 28.9343 	 0.8933 	 

 003 	 24.4913 	 0.7917 	 

 004 	 21.3775 	 0.7167 	 

 005 	 28.0362 	 0.8379 	 

 006 	 25.5620 	 0.7163 	 

 007 	 25.4929 	 0.7415 	 

 008 	 25.9922 	 0.8226 	 

 009 	 21.5438 	 0.6488 	 

 010 	 20.3187 	 0.6455 	 

 011 	 18.9063 	 0.5065 	 

 012 	 26.9675 	 0.7715 	 

 013 	 27.6764 	 0.7051 	 

 014 	 20.0473 	 0.5123 	 

 015 	 21.2231 	 0.6801 	 

 016 	 21.9683 	 0.6537 	 

 017 	 22.0340 	 0.6824 	 

 018 	 25.4109 	 0.8417 	 

 019 	 28.1157 	 0.8743 	 

 020 	 22.8742 	 0.7736 	 

 021 	 27.7371 	 0.8698 	 

 022 	 24.1685 	 0.7934 	 

 023 	 21.5171 	 0.7003 	 

 024 	 23.1958 	 0.6946 	 

 025 	 23.0706 	 0.7252 	 

 026 	 25.5860 	 0.8436 	 

 027 	 23.4780 	 0.7788 	 

 028 	 21.8507 	 0.7360 	 

 029 	 24.8644 	 0.7605 	 

 030 	 18.6861 	 0.5961 	 

 031 	 28.0614 	 0.8279 	 

 032 	 28.1931 	 0.8519 	 

 033 	 17.3129 	 0.4671 	 

 034 	 18.0158 	 0.6837 	 

 035 	 20.6978 	 0.7424 	 

 036 	 21.1270 	 0.7098 	 

 037 	 20.3009 	 0.7373 	 

 038 	 27.4575 	 0.7873 	 

 039 	 19.9738 	 0.6290 	 

 040 	 19.1256 	 0.5367 	 

 041 	 26.2243 	 0.7683 	 

 042 	 23.6235 	 0.6948 	 

 043 	 21.9984 	 0.6980 	 

 044 	 23.0344 	 0.6919 	 

 045 	 27.0206 	 0.8277 	 

 046 	 22.2054 	 0.6026 	 

 047 	 31.2690 	 0.8655 	 

 048 	 25.9491 	 0.8264 	 

 049 	 21.7476 	 0.6238 	 

 050 	 18.6666 	 0.6129 	 

 051 	 20.7139 	 0.5185 	 

 052 	 23.4077 	 0.7886 	 

 053 	 20.3649 	 0.6970 	 

 054 	 22.9908 	 0.7071 	 

 055 	 22.2351 	 0.5500 	 

 056 	 23.6067 	 0.8243 	 

 057 	 21.6996 	 0.5999 	 

 058 	 25.3794 	 0.7571 	 

 059 	 23.0440 	 0.6503 	 

 060 	 28.9287 	 0.9078 	 

 061 	 21.3338 	 0.7395 	 

 062 	 24.1613 	 0.7368 	 

 063 	 27.8948 	 0.8373 	 

 064 	 23.7929 	 0.8131 	 

 065 	 19.0159 	 0.5201 	 

 066 	 23.4924 	 0.7242 	 

 067 	 25.7381 	 0.7690 	 

 068 	 23.9567 	 0.6164 	 

 069 	 17.9928 	 0.5730 	 

 070 	 22.1390 	 0.6949 	 

 071 	 22.3007 	 0.7707 	 

 072 	 21.7904 	 0.7007 	 

 073 	 20.7816 	 0.6186 	 

 074 	 23.6150 	 0.7795 	 

 075 	 21.9468 	 0.6504 	 

 076 	 19.5338 	 0.6516 	 

 077 	 27.9502 	 0.8771 	 

 078 	 21.9403 	 0.6220 	 

 079 	 22.6857 	 0.7612 	 

 080 	 22.4116 	 0.7493 	 

 081 	 21.6697 	 0.6921 	 

 082 	 27.4236 	 0.8778 	 

 083 	 19.6680 	 0.7279 	 

 084 	 25.5696 	 0.8972 	 

 085 	 25.8196 	 0.7891 	 

 086 	 25.9627 	 0.8294 	 

 087 	 22.7043 	 0.6778 	 

 088 	 23.6500 	 0.7446 	 

 089 	 28.5099 	 0.8900 	 

 090 	 25.0270 	 0.8017 	 

 091 	 25.3226 	 0.7758 	 

 092 	 25.7769 	 0.7529 	 

 093 	 30.4834 	 0.8703 	 

 094 	 22.7857 	 0.7243 	 

 095 	 20.8184 	 0.6107 	 

 096 	 17.2690 	 0.4982 	 

 097 	 17.0517 	 0.6223 	 

 098 	 19.7604 	 0.7669 	 

 099 	 27.7050 	 0.7310 	 

 100 	 17.8320 	 0.4948 	 

 101 	 20.0733 	 0.5536 	 

 102 	 21.6894 	 0.7747 	 

 103 	 25.9238 	 0.8849 	 

 104 	 18.3493 	 0.4650 	 

 105 	 16.1383 	 0.4282 	 

 106 	 22.2453 	 0.6647 	 

 107 	 18.3878 	 0.5924 	 

 108 	 20.9318 	 0.5526 	 

 109 	 32.1410 	 0.9202 	 

 110 	 30.3783 	 0.8618 	 

 111 	 20.0691 	 0.6795 	 

 112 	 31.2713 	 0.9188 	 

 AVG 	 23.2279 	 0.7172 	 nan 	 nan 	 
