
 001 	 20.5696 	 0.7211 	 

 002 	 28.8869 	 0.8927 	 

 003 	 24.4779 	 0.7920 	 

 004 	 21.3977 	 0.7185 	 

 005 	 28.0326 	 0.8369 	 

 006 	 25.5732 	 0.7162 	 

 007 	 25.6189 	 0.7447 	 

 008 	 25.9766 	 0.8224 	 

 009 	 21.5314 	 0.6493 	 

 010 	 20.3129 	 0.6452 	 

 011 	 18.9064 	 0.5078 	 

 012 	 26.9329 	 0.7677 	 

 013 	 27.6614 	 0.7054 	 

 014 	 20.0505 	 0.5132 	 

 015 	 21.2048 	 0.6786 	 

 016 	 21.9930 	 0.6545 	 

 017 	 22.0422 	 0.6834 	 

 018 	 25.4013 	 0.8414 	 

 019 	 28.1000 	 0.8736 	 

 020 	 22.7851 	 0.7714 	 

 021 	 27.7028 	 0.8689 	 

 022 	 24.1238 	 0.7928 	 

 023 	 21.4310 	 0.6979 	 

 024 	 23.2048 	 0.6951 	 

 025 	 23.0641 	 0.7256 	 

 026 	 25.5260 	 0.8425 	 

 027 	 23.4928 	 0.7794 	 

 028 	 21.8433 	 0.7360 	 

 029 	 24.8589 	 0.7591 	 

 030 	 18.6879 	 0.5969 	 

 031 	 28.0188 	 0.8268 	 

 032 	 28.1667 	 0.8517 	 

 033 	 17.2981 	 0.4684 	 

 034 	 18.0440 	 0.6870 	 

 035 	 20.7089 	 0.7436 	 

 036 	 21.1057 	 0.7095 	 

 037 	 20.2725 	 0.7368 	 

 038 	 27.3796 	 0.7866 	 

 039 	 19.9732 	 0.6292 	 

 040 	 19.1290 	 0.5376 	 

 041 	 26.2064 	 0.7688 	 

 042 	 23.5998 	 0.6937 	 

 043 	 21.9901 	 0.6978 	 

 044 	 22.9757 	 0.6883 	 

 045 	 26.9438 	 0.8272 	 

 046 	 22.2096 	 0.6026 	 

 047 	 31.1890 	 0.8639 	 

 048 	 25.9676 	 0.8258 	 

 049 	 21.7713 	 0.6261 	 

 050 	 18.6603 	 0.6144 	 

 051 	 20.7224 	 0.5192 	 

 052 	 23.4399 	 0.7904 	 

 053 	 20.3679 	 0.6970 	 

 054 	 22.9916 	 0.7076 	 

 055 	 22.2365 	 0.5503 	 

 056 	 23.6044 	 0.8243 	 

 057 	 21.7070 	 0.6007 	 

 058 	 25.3863 	 0.7577 	 

 059 	 23.0363 	 0.6499 	 

 060 	 28.9574 	 0.9081 	 

 061 	 21.3344 	 0.7399 	 

 062 	 24.1659 	 0.7368 	 

 063 	 27.8780 	 0.8384 	 

 064 	 23.7988 	 0.8132 	 

 065 	 19.0181 	 0.5207 	 

 066 	 23.4987 	 0.7237 	 

 067 	 25.7273 	 0.7687 	 

 068 	 23.9477 	 0.6160 	 

 069 	 17.9961 	 0.5745 	 

 070 	 22.1235 	 0.6939 	 

 071 	 22.3107 	 0.7720 	 

 072 	 21.7554 	 0.7002 	 

 073 	 20.7809 	 0.6193 	 

 074 	 23.5931 	 0.7784 	 

 075 	 21.9405 	 0.6501 	 

 076 	 19.5417 	 0.6531 	 

 077 	 27.8847 	 0.8747 	 

 078 	 21.9361 	 0.6223 	 

 079 	 22.6742 	 0.7608 	 

 080 	 22.3742 	 0.7484 	 

 081 	 21.6219 	 0.6896 	 

 082 	 27.4020 	 0.8761 	 

 083 	 19.6367 	 0.7260 	 

 084 	 25.4996 	 0.8963 	 

 085 	 25.7494 	 0.7868 	 

 086 	 25.9913 	 0.8294 	 

 087 	 22.6580 	 0.6753 	 

 088 	 23.6470 	 0.7436 	 

 089 	 27.9578 	 0.8800 	 

 090 	 25.0991 	 0.8000 	 

 091 	 25.3258 	 0.7759 	 

 092 	 25.7635 	 0.7515 	 

 093 	 30.4793 	 0.8699 	 

 094 	 22.7598 	 0.7230 	 

 095 	 20.8028 	 0.6103 	 

 096 	 17.2497 	 0.4973 	 

 097 	 16.9832 	 0.6175 	 

 098 	 19.7403 	 0.7654 	 

 099 	 27.6585 	 0.7291 	 

 100 	 17.7891 	 0.4929 	 

 101 	 20.0582 	 0.5530 	 

 102 	 21.6818 	 0.7743 	 

 103 	 25.9095 	 0.8828 	 

 104 	 18.3309 	 0.4634 	 

 105 	 16.1334 	 0.4284 	 

 106 	 22.2233 	 0.6629 	 

 107 	 18.3574 	 0.5893 	 

 108 	 20.9206 	 0.5524 	 

 109 	 32.0296 	 0.9189 	 

 110 	 30.3334 	 0.8601 	 

 111 	 20.0448 	 0.6777 	 

 112 	 31.2289 	 0.9169 	 

 AVG 	 23.2066 	 0.7167 	 nan 	 nan 	 
